Название;Цена;При обмене;Характеристика;Ссылка
Аккумулятор АвтоФан 60L;2700руб.;2200руб.;Емкость: 60 АчПусковой ток: 470 АПолярность:Прямая [+ -]Габариты: 242x175x190Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-avtofan-60l-470a-242x175x190.html
Аккумулятор АвтоФан 60R;2700руб.;2200руб.;Емкость: 60 АчПусковой ток: 470 АПолярность:Обратная [- +]Габариты: 242x175x190Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-avtofan-60r-470a-242x175x190.html
