Название;Цена;При обмене;Характеристика;Ссылка
GM 60 Ач обратная пол. 510А (242x175x175) 95523432;6 200 руб.;5 500 руб.при обмене;Емкость60Пусковой ток510ПолярностьОбратнаяТипоразмер242x175x175Гарантия производителя24 мес.;https://akb.ru//product/12700-GM_60_Ach_obratnaya_pol_510A_(242x175x175)_95523432.html
GM 65 Ач обратная пол. 640А (278x175x175) 95527531;7 250 руб.;6 550 руб.при обмене;Емкость65Пусковой ток640ПолярностьОбратнаяТипоразмер278x175x175Гарантия производителя24 мес.;https://akb.ru//product/12200-GM_65_Ach_obratnaya_pol_640A_(278x175x175)_95527531.html
