Название;Цена;При обмене;Характеристика;Ссылка
Тюменский медведь Calcium Plus 70 Ач обр. пол. 680A (278x175x190) гибридный;4 800 руб.;4 000 руб.при обмене;Емкость70Пусковой ток680ПолярностьОбратнаяТипоразмер278x175x190Гарантия производителя24 мес.;https://akb.ru//product/91647-Tyumenskiy_medved_Calcium_Plus_70_Ach_obr_pol_680A_(278x175x190)_gibridnyy.html
Тюменский медведь Сa/Сa 66 Ач обр. пол. 660A (242x175x190) Silver;4 950 руб.;4 150 руб.при обмене;Емкость66Пусковой ток660ПолярностьОбратнаяТипоразмер242x175x190Гарантия производителя24 мес.;https://akb.ru//product/91653-Tyumenskiy_medved_SaSa_66_Ach_obr_pol_660A_(242x175x190)_Silver.html
Тюменский медведь Сa/Сa 60 Ач обр. пол. 620A (242x175x190) Silver;5 100 руб.;4 400 руб.при обмене;Емкость60Пусковой ток620ПолярностьОбратнаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91342-Tyumenskiy_medved_SaSa_60_Ach_obr_pol_620A_(242x175x190)_Silver.html
Тюменский медведь Сa/Сa 60 Ач прям. пол. 610A (242x175x190) Silver;5 100 руб.;4 400 руб.при обмене;Емкость60Пусковой ток610ПолярностьПрямаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91343-Tyumenskiy_medved_SaSa_60_Ach_pryam_pol_610A_(242x175x190)_Silver.html
Тюменский медведь Сa/Сa 65D23L 60 Ач обр. пол. 530A (230x170x225) Silver ASIA;5 100 руб.;4 400 руб.при обмене;Емкость60Пусковой ток530ПолярностьОбратнаяТипоразмер230x170x225Гарантия производителя48 мес.;https://akb.ru//product/91348-Tyumenskiy_medved_SaSa_65D23L_60_Ach_obr_pol_530A_(230x170x225)_Silver_ASIA.html
Тюменский медведь Сa/Сa 65D23R 60 Ач прям. пол. 530A (230x170x225) Silver ASIA;5 100 руб.;4 400 руб.при обмене;Емкость60Пусковой ток530ПолярностьПрямаяТипоразмер230x170x225Гарантия производителя48 мес.;https://akb.ru//product/91567-Tyumenskiy_medved_SaSa_65D23R_60_Ach_pryam_pol_530A_(230x170x225)_Silver_ASIA.html
Тюменский медведь Сa/Сa 62 Ач прям. пол. 630A (242x175x190) Silver;5 200 руб.;4 500 руб.при обмене;Емкость62Пусковой ток630ПолярностьПрямаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91520-Tyumenskiy_medved_SaSa_62_Ach_pryam_pol_630A_(242x175x190)_Silver.html
Тюменский медведь Сa/Сa 62 Ач обр. пол. 620A низкий (242x175x175) Silver;5 300 руб.;4 600 руб.при обмене;Емкость62Пусковой ток620ПолярностьОбратнаяТипоразмер242x175x175Гарантия производителя48 мес.;https://akb.ru//product/91344-Tyumenskiy_medved_SaSa_62_Ach_obr_pol_620A_nizkiy_(242x175x175)_Silver.html
Тюменский медведь Сa/Сa 62 Ач обр. пол. 630A (242x175x190) Silver;5 300 руб.;4 600 руб.при обмене;Емкость62Пусковой ток630ПолярностьОбратнаяТипоразмер242x175x190Гарантия производителя48 мес.;https://akb.ru//product/91345-Tyumenskiy_medved_SaSa_62_Ach_obr_pol_630A_(242x175x190)_Silver.html
Тюменский медведь Calcium Plus 77 Ач прям. пол. 730A (278x175x190) гибридный;5 500 руб.;4 700 руб.при обмене;Емкость77Пусковой ток730ПолярностьПрямаяТипоразмер278x175x190Гарантия производителя24 мес.;https://akb.ru//product/91335-Tyumenskiy_medved_Calcium_Plus_77_Ach_pryam_pol_730A_(278x175x190)_gibridnyy.html
