Название;Цена;При обмене;Характеристика;Ссылка
Yuasa YB18L-A - 18 Ач 215A (180x90x162) обр. пол. Heavy Duty сухозаряж.;6 900 руб.;6 800 руб.при обмене;Емкость18СтранаСШАJIS-кодYB18L-AПусковой ток200ПолярностьОбратнаяТипоразмер180х90х162;https://akb.ru//product/56230-Yuasa_YB18L-A_-_18_Ach_215A_(180x90x162)_obr_pol_Heavy_Duty_suhozaryazh.html
Yuasa YTX14L-BS - 12 Ач 200А (150x87x145) обр. пол. AGM сухоз.;7 050 руб.;7 000 руб.при обмене;Емкость12СтранаСШАJIS-кодYTX14L-BSПусковой ток200ПолярностьОбратнаяТипоразмер150x87x145;https://akb.ru//product/56221-Yuasa_YTX14L-BS_-_12_Ach_200A_(150x87x145)_obr_pol_AGM_suhoz.html
Yuasa YTR4A-BS - 2.3 Ач 25A (113x48x85);7 150 руб.;7 130 руб.при обмене;Емкость2СтранаЯпонияJIS-кодYTR4A-BSПусковой ток25ПолярностьОбратнаяТипоразмер113x48x85;https://akb.ru//product/56232-Yuasa_YTR4A-BS_-_23_Ach_25A_(113x48x85).html
Yuasa YT14B-BS - 12 Ач 210А (150x70x145) прям. пол. AGM сухоз.;7 600 руб.;7 550 руб.при обмене;Емкость12СтранаКитайJIS-кодYT14B-BSПусковой ток210ПолярностьПрямаяТипоразмер150x70x145;https://akb.ru//product/2066-Yuasa_YT14B-BS_-_12_Ach_210A_(150x70x145)_pryam_pol_AGM_suhoz.html
Yuasa YTX20-BS - 18 Ач 270А (175x87x155) прям. пол. AGM сухозаряж.;7 600 руб.;7 500 руб.при обмене;Емкость18СтранаСШАJIS-кодYTX20-BSПусковой ток270ПолярностьПрямаяТипоразмер177x89x157;https://akb.ru//product/56228-Yuasa_YTX20-BS_-_18_Ach_270A_(175x87x155)_pryam_pol_AGM_suhozaryazh.html
Yuasa YTX14H-BS 12V 12Ah 240А (150x87x145) прям. пол. AGM сухозаряж.;7 680 руб.;7 630 руб.при обмене;Емкость12СтранаСШАJIS-кодYTX14H-BSПусковой ток240ПолярностьПрямаяТипоразмер150x87x145;https://akb.ru//product/91637-Yuasa_YTX14H-BS_12V_12Ah_240A_(150x87x145)_pryam_pol_AGM_suhozaryazh.html
Yuasa YTX14AH-BS 12V 12Ah 210А (136x91x180) прям. пол. AGM сухозаряж.;7 830 руб.;7 780 руб.при обмене;Емкость12СтранаТайваньJIS-кодYTX14AH-BSПусковой ток210ПолярностьПрямаяТипоразмер136x91x180;https://akb.ru//product/91321-Yuasa_YTX14AH-BS_12V_12Ah_210A_(136x91x180)_pryam_pol_AGM_suhozaryazh.html
Yuasa YTZ10S - 8,6 Ач 190А (150x87x93) прям. пол. AGM;8 300 руб.;8 250 руб.при обмене;Емкость8СтранаЯпонияJIS-кодYTZ10SПусковой ток190ПолярностьПрямаяТипоразмер150x87x93;https://akb.ru//product/1136-Yuasa_YTZ10S_-_86_Ach_190A_(150x87x93)_pryam_pol_AGM.html
Yuasa YTZ7S - 6 Ач 130А (113x70x105) обр. пол. AGM;8 350 руб.;8 330 руб.при обмене;Емкость6СтранаЯпонияJIS-кодYTZ7SПусковой ток130ПолярностьОбратнаяТипоразмер113x70x105;https://akb.ru//product/1135-Yuasa_YTZ7S_-_6_Ach_130A_(113x70x105)_obr_pol_AGM.html
Yuasa YTX20L-BS - 18 Ач 270А (177x89x157) обр. пол. AGM сухозаряж.;8 420 руб.;8 320 руб.при обмене;Емкость18СтранаСШАJIS-кодYTX20L-BSПусковой ток270ПолярностьОбратнаяТипоразмер177x89x157;https://akb.ru//product/56225-Yuasa_YTX20L-BS_-_18_Ach_270A_(177x89x157)_obr_pol_AGM_suhozaryazh.html
Yuasa YTZ12S - 11 Ач 210А (150x87x110) прям. пол. AGM;8 600 руб.;8 550 руб.при обмене;Емкость11СтранаЯпонияJIS-кодYTZ12SПусковой ток210ПолярностьПрямаяТипоразмер150x87x110;https://akb.ru//product/1253-Yuasa_YTZ12S_-_11_Ach_210A_(150x87x110)_pryam_pol_AGM.html
Yuasa YTX20HL-BS - 18 Ач 310А (175x87x155) обр. пол. AGM сухозаряж.;9 180 руб.;9 080 руб.при обмене;Емкость18СтранаСШАJIS-кодYTX20HL-BSПусковой ток310ПолярностьОбратнаяТипоразмер175x87x155;https://akb.ru//product/91322-Yuasa_YTX20HL-BS_-_18_Ach_310A_(175x87x155)_obr_pol_AGM_suhozaryazh.html
Yuasa YTX24HL-BS - 21 Ач 350А (205x87x162) обр. пол. AGM сухозаряж.;9 500 руб.;9 400 руб.при обмене;Емкость21СтранаСШАJIS-кодYTX24HL-BSПусковой ток350ПолярностьОбратнаяТипоразмер205x87x162;https://akb.ru//product/91634-Yuasa_YTX24HL-BS_-_21_Ach_350A_(205x87x162)_obr_pol_AGM_suhozaryazh.html
Yuasa YTX20CH-BS - 18 Ач 270А (150x87x161) прям. пол. AGM сухозаряж.;9 720 руб.;9 620 руб.при обмене;Емкость18СтранаСШАJIS-кодYTX20CH-BSПусковой ток270ПолярностьПрямаяТипоразмер150x87x161;https://akb.ru//product/91636-Yuasa_YTX20CH-BS_-_18_Ach_270A_(150x87x161)_pryam_pol_AGM_suhozaryazh.html
Yuasa YTZ14S - 11,8 Ач 230А (150x87x110) прям. пол. AGM;9 900 руб.;9 850 руб.при обмене;Емкость11СтранаЯпонияJIS-кодYTZ14SПусковой ток230ПолярностьПрямаяТипоразмер150x87x110;https://akb.ru//product/1137-Yuasa_YTZ14S_-_118_Ach_230A_(150x87x110)_pryam_pol_AGM.html
Yuasa YIX30L-BS-PW 31 Ач 400 (166х126х192) обр. пол. AGM сухозаряж.;16 560 руб.;16 460 руб.при обмене;Емкость31СтранаСШАJIS-кодYIX30L-BS-PWПусковой ток400ПолярностьОбратнаяТипоразмер166х126х192;https://akb.ru//product/2035-Yuasa_YIX30L-BS-PW_31_Ach_400_(166h126h192)_obr_pol_AGM_suhozaryazh.html
