Название;Цена;При обмене;Характеристика;Ссылка
TYUMEN BATTERY Лидер 12V 9Ah 45А 140x77x135 сухозаряж. (+электролит 1л);1 200 руб.;1 150 руб.при обмене;Емкость9СтранаРоссияПусковой ток45ПолярностьОбратнаяТипоразмер140x77x135;https://akb.ru//product/1409-TYUMEN_BATTERY_Lider_12V_9Ah_45A_140x77x135_suhozaryazh_(elektrolit_1l).html
TYUMEN BATTERY Лидер 12V 10Ah 50А 140x77x135 сухозаряж. обр.пол. (+электролит 1л);1 400 руб.;1 350 руб.при обмене;Емкость10СтранаРоссияПусковой ток45ПолярностьОбратнаяТипоразмер140x77x135;https://akb.ru//product/1999-TYUMEN_BATTERY_Lider_12V_10Ah_50A_140x77x135_suhozaryazh_obrpol_(elektrolit_1l).html
