Название;Цена;При обмене;Характеристика;Ссылка
Аккумулятор Topla Energy 60L;5200руб.;4700руб.;Емкость: 60 АчПусковой ток: 600 АПолярность:Прямая [+ -]Габариты: 242x175x190Гарантия: 48 месяцев;https://akbmag.ru//catalog/akkumulator-topla-energy-60l-600a-242x175x190.html
Аккумулятор Topla Energy 60R;5200руб.;4700руб.;Емкость: 60 АчПусковой ток: 600 АПолярность:Обратная [- +]Габариты: 242x175x190Гарантия: 48 месяцев;https://akbmag.ru//catalog/akkumulator-topla-energy-60r-600a-242x175x190.html
Аккумулятор Topla Top 75R;6450руб.;5850руб.;Емкость: 75 АчПусковой ток: 720 АПолярность:Обратная [- +]Габариты: 279x175x175Гарантия: 48 месяцев;https://akbmag.ru//catalog/akkumulator-topla-top-75r-720a-279x175x175.html
Аккумулятор Topla Energy 75L;6550руб.;5950руб.;Емкость: 75 АчПусковой ток: 750 АПолярность:Прямая [+ -]Габариты: 278x175x190Гарантия: 48 месяцев;https://akbmag.ru//catalog/akkumulator-topla-energy-75l-700a-278x175x190.html
