Ќазвание;÷ена;ѕри обмене;’арактеристика;—сылка
јккумул€тор Delta HR 12-5;1600руб.;1575руб.;≈мкость: 5 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 90x70x107√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-5.html
јккумул€тор Delta DTM 1209;1700руб.;1650руб.;≈мкость: 9 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x94√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dtm-1209.html
јккумул€тор Delta HR 12-28W;1800руб.;1750руб.;≈мкость: 7 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x100√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-28w.html
јккумул€тор Delta DT 1212;1900руб.;1850руб.;≈мкость: 12 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x98x101√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-dt-1212.html
јккумул€тор Delta HR 12-34W;1900руб.;1850руб.;≈мкость: 9 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x100√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-34w.html
јккумул€тор Delta HR 12-24W;1900руб.;1875руб.;≈мкость: 6 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x50x94√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-24w.html
јккумул€тор Delta HRL 12-7,2;2000руб.;1950руб.;≈мкость: 8 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x94√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-7-2.html
јккумул€тор Delta HR 12-9;2100руб.;2050руб.;≈мкость: 9 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x100√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hr-12-9.html
јккумул€тор Delta HRL 12-7.2 X;2100руб.;2050руб.;≈мкость: 8 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x100√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-7.2-x.html
јккумул€тор Delta HRL 12-9 X (1234W);2200руб.;2150руб.;≈мкость: 9 јчЌоминальное напр€жение: 12 ¬ѕол€рность:”ниверсальна€√абариты: 151x65x100√аранти€: 12 мес€цев;https://akbmag.ru//catalog/akkumulator-delta-hrl-12-9-x-1234w.html
