Название;Цена;При обмене;Характеристика;Ссылка
Аккумулятор EXIDE EB14-A2;3200руб.;3150руб.;Емкость: 14 АчПусковой ток: 145 АПолярность:Прямая [+ -]Габариты: 134x90x166Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eb14-a2.html
Аккумулятор EXIDE EB18L-A;4400руб.;4350руб.;Емкость: 18 АчПусковой ток: 190 АПолярность:Обратная [- +]Габариты: 180x90x162Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eb18l-a.html
Аккумулятор EXIDE E50-N18L-A3;4800руб.;4700руб.;Емкость: 20 АчПусковой ток: 260 АПолярность:Обратная [- +]Габариты: 205x90x164Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-e50-n18l-a3.html
Аккумулятор EXIDE ELTZ5S 24 Wh;5500руб.;5475руб.;Емкость: 2 АчПусковой ток: 120 АПолярность:Обратная [- +]Габариты: 113x70x85Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltz5s.html
Аккумулятор EXIDE ELTX9 36 Wh;6200руб.;6175руб.;Емкость: 3 АчПусковой ток: 180 АПолярность:Прямая [+ -]Габариты: 150x87x105Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltx9.html
Аккумулятор EXIDE ELTZ7S 28,8 Wh;6500руб.;6475руб.;Емкость: 3 АчПусковой ток: 150 АПолярность:Обратная [- +]Габариты: 113x70x85Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltz7s.html
Аккумулятор EXIDE ELT9B 36 Wh;7200руб.;7175руб.;Емкость: 3 АчПусковой ток: 190 АПолярность:Прямая [+ -]Габариты: 150x65x92Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-elt9b.html
Аккумулятор EXIDE ELTX12 42 Wh;8800руб.;8775руб.;Емкость: 4 АчПусковой ток: 210 АПолярность:Прямая [+ -]Габариты: 150x87x93Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltx12.html
Аккумулятор EXIDE ELTX14H 48 Wh;9200руб.;9175руб.;Емкость: 4 АчПусковой ток: 240 АПолярность:Прямая [+ -]Габариты: 150x87x93Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltx14h.html
Аккумулятор EXIDE ELTZ14S 60 Wh;9600руб.;9575руб.;Емкость: 5 АчПусковой ток: 290 АПолярность:Прямая [+ -]Габариты: 150x87x93Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltz14s.html
Аккумулятор EXIDE ELTZ10S 48 Wh;10000руб.;9975руб.;Емкость: 4 АчПусковой ток: 230 АПолярность:Прямая [+ -]Габариты: 150x87x93Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltz10s.html
Аккумулятор EXIDE ELT12B 60 Wh;10500руб.;10475руб.;Емкость: 5 АчПусковой ток: 260 АПолярность:Прямая [+ -]Габариты: 150x65x130Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-elt12b.html
Аккумулятор EXIDE ELTX20H 84 Wh;15000руб.;14950руб.;Емкость: 7 АчПусковой ток: 380 АПолярность:Прямая [+ -]Габариты: 175x87x130Гарантия: 12 месяцев;https://akbmag.ru//catalog/akkumulator-exide-eltx20h.html
